Name,Made,Fuel Type,Mileage,Gearbox,Engine,Power,Location,Price
Seat Alhambra I,1998-01,Dyzelinas,,Mechaninė,1.9,66,"Vilnius, Lietuva",500 €
Citroen Berlingo I,2007-01,Dyzelinas,280 000 km,Mechaninė,1.6,66,"Vilnius, Lietuva",500 €
Hyundai Sonata,2007-03,Dyzelinas,,Mechaninė,2.0,103,"Kėdainiai, Lietuva",500 €
Audi A6 TDI Multitronic,2003-11,Dyzelinas,,Automatinė,2.5,120,"Klaipėda, Lietuva",520 €
Volvo S80 I,1999-05,Benzinas/Dujos,,Mechaninė,2.4,103,"Vievis, Lietuva",550 €
Audi A6 C5 TDI Quattro Tiptr.,2004-01,Dyzelinas,309 555 km,Automatinė,2.5,132,"Vilnius, Lietuva",550 €
Audi 80,1994-06,Dyzelinas,,Mechaninė,1.9,66,"Vilnius, Lietuva",580 €
Opel Astra III,2004-08,Dyzelinas,,Mechaninė,1.7,74,"Mažeikiai, Lietuva",600 €
Volkswagen Passat,1997-01,Dyzelinas,5 000 000 km,Mechaninė,1.9,81,"Alytus, Lietuva",600 €
Volkswagen Golf IV,1998-09,Benzinas/Dujos,296 504 km,Automatinė,1.6,74,"Jonava, Lietuva",600 €
Subaru Legacy,1999-01,Benzinas/Dujos,260 000 km,Mechaninė,2.0,92,"Rokiškis, Lietuva",600 €
Volkswagen Passat,1995-07,Dyzelinas,,Mechaninė,1.9,,"Vilnius, Lietuva",630 €
Volkswagen Golf IV,1999-07,Dyzelinas,368 546 km,Mechaninė,1.9,66,"Šakiai, Lietuva",640 €
Opel Vectra C,2002-08,Dyzelinas,,Mechaninė,2.2,92,"Švenčionys, Lietuva",650 €
Seat Toledo Stella,1999-09,Benzinas/Dujos,,Mechaninė,1.6,74,"Mažeikiai, Lietuva",650 €
Skoda Fabia,2005-09,Benzinas,,Mechaninė,1.2,47,"Vilnius, Lietuva",650 €
Skoda Octavia,1998-05,Dyzelinas,,Mechaninė,1.9,66,"Jonava, Lietuva",650 €
Audi A6 C4 TDI aut.,1995-11,Dyzelinas,400 000 km,Mechaninė,1.9,66,"Švenčionys, Lietuva",650 €
Ford Focus,2007-06,Benzinas,300 000 km,Mechaninė,1.6,74,"Klaipėda, Lietuva",670 €
Opel Vectra DTI Cosmo,2004-10,Dyzelinas,,Mechaninė,2.2,92,"Elektrėnai, Lietuva",670 €
Opel Vectra,2004-09,Dyzelinas,270 000 km,Mechaninė,1.9,74,"Anykščiai, Lietuva",680 €
Opel Zafira,2002-09,Dyzelinas,230 000 km,Mechaninė,2.0,74,"Klaipėda, Lietuva",680 €
Opel Zafira,2004-07,Dyzelinas,285 252 km,Mechaninė,2.2,92,"Kaunas, Lietuva",700 €
Peugeot 307,2003-01,Dyzelinas,,Mechaninė,2.0,66,"Radviliškis, Lietuva",700 €
Opel Vectra,2003-01,Dyzelinas,260 000 km,Mechaninė,2.2,92,"Kaunas, Lietuva",700 €
Renault Scenic I dCi Authentique,2002-06,Dyzelinas,299 490 km,Mechaninė,1.9,75,"Panevėžys, Lietuva",700 €
Audi A4 B5 aut.,2000-08,Benzinas,209 000 km,Automatinė,1.8,92,"Šiauliai, Lietuva",750 €
Audi A4 B5 Tdi,1999-10,Dyzelinas,,Mechaninė,1.9,81,"Jurbarkas, Lietuva",750 €
Peugeot 607,2004-04,Dyzelinas,,Mechaninė,2.2,98,"Telšiai, Lietuva",750 €
Ford Galaxy TDI,2000-01,Dyzelinas,,Mechaninė,1.9,81,"Vilkaviškis, Lietuva",750 €
Honda Civic i,1998-01,Benzinas,,Mechaninė,1.4,55,"Vilkaviškis, Lietuva",750 €
Volkswagen Passat TDI,2000-12,Dyzelinas,,Mechaninė,1.9,85,"Skuodas, Lietuva",750 €
Audi 80 S,1987-10,Benzinas,242 845 km,Mechaninė,1.8,66,"Radviliškis, Lietuva",795 €
Volvo V70,2005-03,Dyzelinas,,Mechaninė,2.4,120,"Ukmergė, Lietuva",799 €
Volkswagen Passat B5 Comfortline,1997-06,Benzinas/Dujos,212 000 km,Mechaninė,1.6,74,"Vilnius, Lietuva",800 €
Audi A6 C5 TDI,2000-05,Dyzelinas,320 000 km,Mechaninė,2.5,110,"Vilnius, Lietuva",800 €
Audi A3,2000-01,Dyzelinas,471 148 km,Mechaninė,1.9,66,"Marijampolė, Lietuva",800 €
Volkswagen Golf IV,1998-06,Dyzelinas,387 406 km,Mechaninė,1.9,,"Marijampolė, Lietuva",800 €
Ford Galaxy TDI Ghia,2004-01,Dyzelinas,,Mechaninė,1.9,96,"Kaunas, Lietuva",830 €
Mazda 6 CD Exclusive,2006-12,Dyzelinas,325 000 km,Mechaninė,2.0,105,"Šiauliai, Lietuva",849 €
Opel Zafira DTI Comfort,2003-01,Dyzelinas,,Mechaninė,2.2,92,"Prienai, Lietuva",850 €
Opel Signum DTI,2004-06,Dyzelinas,295 800 km,Mechaninė,2.2,92,"Alytus, Lietuva",850 €
Audi A3 8L TDI Ambition,1999-04,Dyzelinas,350 000 km,Mechaninė,1.9,66,"Joniškis, Lietuva",850 €
Toyota Corolla,2007-10,Dyzelinas,,Mechaninė,2.0,83,"Jonava, Lietuva",850 €
BMW 320,2002-05,Dyzelinas,,Mechaninė,2.0,110,"Šilutė, Lietuva",850 €
Seat Leon,2003-01,Dyzelinas,336 100 km,Mechaninė,1.9,81,"Vilnius, Lietuva",870 €
Citroen C4 HDi SX,2005-04,Dyzelinas,272 000 km,Mechaninė,1.6,66,"Šiauliai, Lietuva",890 €
Ford C-MAX TDCi FX Gold,2005-11,Dyzelinas,211 000 km,Mechaninė,1.6,80,"Šakiai, Lietuva",899 €
Volkswagen Passat TDI Comfortline,2001-01,Dyzelinas,,Mechaninė,1.9,74,"Prienai, Lietuva",900 €
Skoda Praktik,2007-11,Dyzelinas,235 000 km,Mechaninė,1.4,51,"Marijampolė, Lietuva",900 €
Opel Zafira,2001-01,Dyzelinas,354 km,Mechaninė,2.0,74,"Vilnius, Lietuva",900 €
Volkswagen Golf IV,2000-05,Dyzelinas,,Mechaninė,1.9,85,"Šiauliai, Lietuva",900 €
Chevrolet Kalos,2007-02,Benzinas,231 450 km,Mechaninė,1.2,53,"Utena, Lietuva",950 €
Opel Zafira A DI Elegance,2000-06,Dyzelinas,340 000 km,Mechaninė,2.0,60,"Klaipėda, Lietuva",950 €
Opel Meriva CDTI,2004-05,Dyzelinas,226 000 km,Mechaninė,1.7,74,"Šiauliai, Lietuva",950 €
Volkswagen Golf V TSI Comfortline,2007-10,Benzinas,207 100 km,Mechaninė,1.4,103,"Vilnius, Lietuva",950 €
Renault Megane,2002-03,Dyzelinas,,Mechaninė,1.9,75,"Panevėžys, Lietuva",950 €
Toyota Yaris,2003-02,Dyzelinas,,Mechaninė,1.4,55,"Vilnius, Lietuva",950 €
BMW 318,2001-06,Benzinas/Dujos,,Mechaninė,1.8,87,"Šilutė, Lietuva",950 €
Opel Vectra DTI Elegance,2001-11,Dyzelinas,189 000 km,Mechaninė,2.0,74,"Mažeikiai, Lietuva",990 €
Ford Connect Tourneo,2008-04,Dyzelinas,352 122 km,Mechaninė,1.8,66,"Kaunas, Lietuva",1 000 €
Renault Megane dTi RN,1999-10,Dyzelinas,196 648 km,Mechaninė,1.9,72,"Kaunas, Lietuva",1 000 €
Opel Zafira DTI Elegance,2000-11,Dyzelinas,280 000 km,Mechaninė,2.0,74,"Marijampolė, Lietuva",1 000 €
Volkswagen Golf TDI Basis,2000-01,Dyzelinas,,Mechaninė,1.9,66,"Kelmė, Lietuva",1 000 €
Chrysler 300M,1999-05,Benzinas,205 808 km,Automatinė,3.5,187,"Vilkaviškis, Lietuva",1 050 €
Opel Zafira,2005-01,Dyzelinas,,Mechaninė,2.0,74,"Radviliškis, Lietuva",1 100 €
BMW 530,1999-02,Dyzelinas,,Mechaninė,3.0,135,"Prienai, Lietuva",1 100 €
Ford C-MAX Amber X,2008-12,Benzinas,240 000 km,Mechaninė,1.6,74,"Šiauliai, Lietuva",1 100 €
Ford Focus Mk2 TDCi,2006-10,Dyzelinas,,Mechaninė,1.6,80,"Marijampolė, Lietuva",1 150 €
Chevrolet Aveo,2008-10,Benzinas,,Mechaninė,1.2,62,"Vilnius, Lietuva",1 150 €
Alfa Romeo 156,2004-04,Dyzelinas,263 440 km,Mechaninė,1.9,85,"Kėdainiai, Lietuva",1 150 €
Mercedes-Benz C 180 W202 Classic,1994-06,Benzinas,,Mechaninė,1.8,90,"Kaišiadorys, Lietuva",1 200 €
Volkswagen Jetta A5,2006-11,Benzinas,,Mechaninė,1.6,85,"Mažeikiai, Lietuva",1 250 €
Volkswagen Passat TDI Comfortline,2004-11,Dyzelinas,,Mechaninė,1.9,96,"Prienai, Lietuva",1 250 €
Audi A2,2001-01,Dyzelinas,275 837 km,Mechaninė,1.4,55,"Vilnius, Lietuva",1 250 €
Toyota Corolla D-4D Sol (air6),2003-08,Dyzelinas,,Mechaninė,2.0,85,"Telšiai, Lietuva",1 250 €
Ford Fiesta Mk6 Zetec,2003-12,Benzinas,183 000 km,Mechaninė,1.4,59,"Šilutė, Lietuva",1 299 €
BMW 318 318i,2004-12,Benzinas,240 327 km,Mechaninė,2.0,105,"Panevėžys, Lietuva",1 299 €
Renault Trafic,2005-05,Dyzelinas,254 252 km,Mechaninė,1.9,88,"Kaunas, Lietuva",1 300 €
Opel Corsa,2007-10,Benzinas,,Mechaninė,1.2,59,"Vilnius, Lietuva",1 300 €
Volkswagen Passat B5 Comfortline,1999-09,Benzinas,397 452 km,Mechaninė,1.8,92,"Ignalina, Lietuva",1 300 €
Volkswagen Sharan I,2009-09,Dyzelinas,,Automatinė,1.9,96,"Šilutė, Lietuva",1 350 €
Opel Zafira CDTI Cosmo,2006-10,Dyzelinas,,Mechaninė,1.9,110,"Klaipėda, Lietuva",1 370 €
Volkswagen Passat,2001-02,Dyzelinas,470 000 km,Mechaninė,1.9,74,"Lazdijai, Lietuva",1 400 €
Skoda Octavia,2007-12,Dyzelinas,373 000 km,Mechaninė,1.9,74,"Alytus, Lietuva",1 400 €
BMW 520,2000-11,Benzinas/Dujos,270 000 km,Mechaninė,2.2,125,"Kaunas, Lietuva",1 450 €
Toyota Yaris Verso,2004-07,Benzinas,205 852 km,Automatinė,1.3,66,"Kaunas, Lietuva",1 500 €
Volkswagen Polo IV FL,2005-09,Dyzelinas,286 453 km,Mechaninė,1.4,51,"Jurbarkas, Lietuva",1 500 €
Toyota Avensis,2007-10,Dyzelinas,,Mechaninė,2.0,93,"Alytus, Lietuva",1 500 €
Opel Vectra C DTI ActiveSelect,2003-06,Dyzelinas,,Automatinė,2.2,92,"Vilnius, Lietuva",1 500 €
Mazda 323,1995-01,Benzinas,,Automatinė,1.5,,"Klaipėda, Lietuva",1 550 €
Nissan Note,2008-10,Dyzelinas,,Mechaninė,1.5,63,"Vilnius, Lietuva",1 550 €
Volkswagen Caravelle,1997-01,Dyzelinas,,Mechaninė,2.5,75,"Šilutė, Lietuva",1 650 €
Citroen C5 i 16V Confort,2009-01,Benzinas,298 600 km,Mechaninė,2.0,103,"Klaipėda, Lietuva",1 750 €
Volkswagen Polo,2002-06,Benzinas,256 000 km,Automatinė,1.4,55,"Panevėžys, Lietuva",1 799 €
Citroen Jumpy,2009-10,Dyzelinas,375 253 km,Mechaninė,1.6,66,"Kaunas, Lietuva",1 800 €
Honda FR-V,2005-09,Dyzelinas,290 000 km,Mechaninė,2.2,103,"Kaunas, Lietuva",1 800 €
Seat Altea TDI,2004-08,Dyzelinas,261 000 km,Mechaninė,1.9,77,"Kaunas, Lietuva",1 800 €
Seat Altea,2005-11,Dyzelinas,231 000 km,Mechaninė,1.9,77,"Anykščiai, Lietuva",1 890 €
Honda Civic,2007-07,Dyzelinas,323 223 km,Mechaninė,2.2,103,"Kaunas, Lietuva",2 000 €
BMW 530 E39,2001-02,Dyzelinas,266 300 km,Mechaninė,3.0,142,"Kaunas, Lietuva",2 000 €
Nissan Primera Acenta aut,2004-02,Benzinas,218 007 km,Automatinė,1.8,85,"Radviliškis, Lietuva",2 100 €
Citroen Berlingo,2011-10,Dyzelinas,412 526 km,Mechaninė,1.6,68,"Kaunas, Lietuva",2 200 €
Jeep Grand Cherokee 4x4,1999-07,Benzinas/Dujos,,Automatinė,5.7,,"Vilnius, Lietuva",2 200 €
Audi A4 SLine,2007-04,Dyzelinas,270 000 km,Automatinė,2.0,103,"Šiauliai, Lietuva",2 299 €
Audi A4 B7,2005-08,Dyzelinas,,Mechaninė,2.0,103,"Ignalina, Lietuva",2 300 €
Seat Leon,2007-08,Dyzelinas,280 000 km,Mechaninė,1.9,,"Anykščiai, Lietuva",2 480 €
Renault Espace dCi Dynamique,2006-12,Dyzelinas,321 000 km,Mechaninė,2.2,110,"Vilnius, Lietuva",2 500 €
Jaguar XJ,1998-07,Benzinas/Dujos,285 282 km,Automatinė,4.0,171,"Kaunas, Lietuva",2 500 €
Audi A6,2005-12,Dyzelinas,270 000 km,Automatinė,3.0,165,"Vilnius, Lietuva",2 500 €
Volkswagen Touran,2005-06,Benzinas,217 000 km,Mechaninė,2.0,110,"Kaunas, Lietuva",2 650 €
Ford Galaxy TDCI,2007-01,Dyzelinas,252 000 km,Mechaninė,2.0,103,"Kaunas, Lietuva",2 650 €
Mercedes-Benz Vito,2004-03,Dyzelinas,,Automatinė,2.2,110,"Mažeikiai, Lietuva",2 750 €
Skoda Fabia II (70 AG) COOL EDITION,2009-01,Benzinas,167 800 km,Mechaninė,1.2,51,"Vilnius, Lietuva",2 799 €
Ford Tourneo Connect,2004-03,Dyzelinas,280 000 km,Mechaninė,1.8,66,"Kretinga, Lietuva",2 799 €
Volkswagen Touran TDI,2005-11,Dyzelinas,293 000 km,Automatinė,2.0,103,"Kaunas, Lietuva",2 850 €
Volkswagen Passat TDI DPF Comfortline,2009-11,Dyzelinas,290 000 km,Mechaninė,2.0,103,"Kaunas, Lietuva",2 899 €
Mazda 6 Automat,2008-12,Benzinas/Dujos,309 000 km,Automatinė,2.0,108,"Šiauliai, Lietuva",2 900 €
BMW 320 E46 d Touring,2002-01,Dyzelinas,,Mechaninė,2.0,150,"Utena, Lietuva",2 900 €
Skoda Fabia II 1.4 TDI (80 AG),2010-03,Dyzelinas,244 400 km,Mechaninė,1.4,59,"Vilnius, Lietuva",2 990 €
Ford Mondeo TDCi Ambiente,2007-12,Dyzelinas,275 000 km,Mechaninė,1.8,92,"Kretinga, Lietuva",2 999 €
Opel Astra IV CDTI Sport ecoFLEX,2010-11,Dyzelinas,260 000 km,Mechaninė,1.2,70,"Kaunas, Lietuva",2 999 €
Renault Modus (101 AG) DYNAMIQUE,2011-03,Benzinas,158 600 km,Mechaninė,1.2,74,"Vilnius, Lietuva",2 999 €
Nissan X-Trail I Comfort,2007-06,Dyzelinas,291 km,Mechaninė,2.2,100,"Kaunas, Lietuva",3 050 €
Ford S-Max,2006-11,Dyzelinas,,Mechaninė,2.0,103,"Kretinga, Lietuva",3 099 €
BMW 118,2008-11,Dyzelinas,280 000 km,Mechaninė,2.0,105,"Kaunas, Lietuva",3 200 €
Seat Altea XL,2007-01,Dyzelinas,283 000 km,Automatinė,2.0,103,"Kaunas, Lietuva",3 200 €
Mercedes-Benz Vito Automat,2007-04,Dyzelinas,362 000 km,Automatinė,3.0,150,"Šiauliai, Lietuva",3 250 €
Opel Zafira,2007-11,Dyzelinas,239 066 km,Mechaninė,1.9,88,"Kretinga, Lietuva",3 300 €
Ford Galaxy,2007-11,Dyzelinas,292 352 km,Mechaninė,2.0,103,"Druskininkai, Lietuva",3 350 €
Opel Insignia,2015-01,Dyzelinas,,Automatinė,2.0,143,"Šilutė, Lietuva",3 395 €
Ford Fusion (80 AG) 'ELEGANCE',2010-09,Benzinas,177 400 km,Automatinė,1.4,59,"Vilnius, Lietuva",3 499 €
Chevrolet Cruze LS,2012-04,Benzinas,245 000 km,Mechaninė,1.6,91,"Kretinga, Lietuva",3 699 €
Nissan Qashqai I,2008-10,Dyzelinas,,Mechaninė,2.0,110,"Šilutė, Lietuva",3 700 €
Opel Insignia CDTI,2011-03,Dyzelinas,226 000 km,Mechaninė,2.0,81,"Šalčininkai, Lietuva",3 700 €
Opel Insignia,2016-12,Dyzelinas,117 000 km,Mechaninė,1.6,100,"Kaunas, Lietuva",3 750 €
Toyota Avensis II D-4D Sol Premium,2009-08,Dyzelinas,274 130 km,Mechaninė,2.0,93,"Mažeikiai, Lietuva",3 750 €
MINI Cooper,2005-12,Benzinas,174 563 km,Mechaninė,1.6,85,"Vilnius, Lietuva",3 777 €
Opel Astra,2012-08,Dyzelinas,,Mechaninė,2.0,,"Vilnius, Lietuva",3 800 €
BMW 330,2006-07,Dyzelinas,,Automatinė,3.0,170,"Vilnius, Lietuva",3 899 €
Mitsubishi Lancer X Instyle,2008-12,Benzinas,132 100 km,Automatinė,1.8,105,"Vilnius, Lietuva",3 950 €
Hyundai i40,2011-12,Dyzelinas,239 000 km,Automatinė,1.7,100,"Kaunas, Lietuva",3 999 €
BMW 320 E90,2010-04,Dyzelinas,270 000 km,Mechaninė,2.0,105,"Kretinga, Lietuva",4 150 €
Opel Astra,2013-03,Dyzelinas,217 000 km,Mechaninė,1.7,81,"Šiauliai, Lietuva",4 150 €
Opel Insignia CDTI,2009-11,Dyzelinas,227 532 km,Mechaninė,2.0,96,"Radviliškis, Lietuva",4 550 €
Peugeot 3008,2010-09,Benzinas,138 000 km,Mechaninė,1.6,88,"Kretinga, Lietuva",4 699 €
Volkswagen Passat TSI Comfortline,2011-08,Benzinas,230 000 km,Mechaninė,1.4,90,"Kretinga, Lietuva",4 899 €
Peugeot 508,2012-06,Benzinas,274 000 km,Mechaninė,1.6,115,"Kuršėnai, Lietuva",4 900 €
Mercedes-Benz ML 420,2008-11,Dyzelinas,270 000 km,Automatinė,4.0,225,"Alytus, Lietuva",4 999 €
Volvo V70,2009-12,Dyzelinas,270 000 km,Mechaninė,2.0,100,"Kretinga, Lietuva",4 999 €
Mercedes-Benz GLK 350,2010-11,Dyzelinas,303 000 km,Automatinė,3.0,170,"Šilutė, Lietuva",5 000 €
Skoda Octavia II TDI DPF Ambition,2012-11,Dyzelinas,266 598 km,Mechaninė,2.0,103,"Mažeikiai, Lietuva",5 150 €
Subaru Forester,2006-08,Benzinas/Dujos,,Automatinė,2.5,169,"Vilnius, Lietuva",5 300 €
Lexus RX 300,2005-06,Benzinas,190 753 km,Automatinė,3.0,,"Marijampolė, Lietuva",5 700 €
Volkswagen Passat B7,2012-08,Dyzelinas,,Mechaninė,1.6,77,"Kuršėnai, Lietuva",5 750 €
Volvo V40 D2 Momentum,2012-08,Dyzelinas,315 000 km,Mechaninė,1.6,84,"Šiauliai, Lietuva",6 300 €
Audi A6 C6 PUIKIOS BŪKLĖS,2005-12,Dyzelinas,198 563 km,Automatinė,3.0,,"Vilnius, Lietuva",6 499 €
Subaru Forester III,2009-02,Benzinas,297 900 km,Mechaninė,2.0,110,"Vilnius, Lietuva",7 090 €
Kia Optima,2012-10,Dyzelinas,245 000 km,Automatinė,1.7,100,"Kaunas, Lietuva",7 350 €
Mercedes-Benz E 250 W212 CDI BlueEff. Avantga,2010-01,Dyzelinas,370 000 km,Automatinė,2.1,150,"Kaunas, Lietuva",7 998 €
Opel Insignia,2016-06,Dyzelinas,230 000 km,Automatinė,2.0,120,"Kretinga, Lietuva",8 899 €
Nissan Leaf,2014-12,Elektra,93 900 km,,,,,8 999 €
Ford Galaxy,2014-09,Dyzelinas,203 773 km,Mechaninė,1.6,85,"Šiauliai, Lietuva",9 750 €
Volvo XC60,2009-05,Dyzelinas,256 000 km,Automatinė,2.4,120,"Marijampolė, Lietuva",9 750 €
Volvo XC60,2009-10,Dyzelinas,284 028 km,Automatinė,2.4,129,"Šiauliai, Lietuva",9 999 €
Audi A6 C7,2011-09,Dyzelinas,326 000 km,Automatinė,2.0,130,"Kuršėnai, Lietuva",10 200 €
Mercedes-Benz S 450 L 4-Matic,2007-03,Benzinas,273 000 km,Automatinė,4.7,250,"Klaipėda, Lietuva",10 900 €
BMW 535 i,2011-12,Benzinas,160 000 km,Automatinė,3.0,225,"Kretinga, Lietuva",10 999 €
Nissan Qashqai,2014-04,Benzinas,185 295 km,Mechaninė,1.2,85,"Šiauliai, Lietuva",11 200 €
Chrysler Town & Country,2014-01,Benzinas,135 700 km,Automatinė,3.6,208,"Klaipėda, Lietuva",11 400 €
Chrysler Town & Country,2014-01,Benzinas,107 000 km,Automatinė,3.6,208,"Klaipėda, Lietuva",11 500 €
Audi A5 TFSI Quattro,2012-01,Benzinas,85 000 km,Mechaninė,2.0,155,"Klaipėda, Lietuva",11 800 €
Skoda Octavia TDI,2018-01,Dyzelinas,85 375 km,Automatinė,1.6,85,"Kaunas, Lietuva",12 200 €
BMW X3,2013-12,Dyzelinas,242 122 km,Automatinė,2.0,135,"Kaunas, Lietuva",12 500 €
Jeep Wrangler,1987-01,Benzinas,155 000 km,Automatinė,4.2,86,"Klaipėda, Lietuva",12 500 €
Volvo V60,2019-12,Dyzelinas,170 000 km,Mechaninė,2.0,110,"Šiauliai, Lietuva",13 650 € + mokesčiai
BMW 530,2019-05,Benzinas,,Automatinė,2.0,,"Vilnius, Lietuva",13 800 €
Volvo XC90,2012-01,Dyzelinas,120 900 km,Automatinė,2.4,120,"Šiauliai, Lietuva",13 999 €
Tesla Model 3,2020-04,Elektra,,,,,,14 200 €
Mercedes-Benz Vito,2018-11,Dyzelinas,,Mechaninė,2.2,,"Telšiai, Lietuva",14 500 €
Honda CR-V,2012-05,Dyzelinas,146 855 km,Automatinė,2.2,110,"Šiauliai, Lietuva",14 999 €
Toyota Camry,2016-09,Benzinas/Dujos,90 000 km,Automatinė,2.5,,"Telšiai, Lietuva",15 500 €
BMW X3,2021-07,Benzinas,35 759 km,Automatinė,2.0,,"Vilnius, Lietuva",15 600 €
Audi A6,2013-04,Dyzelinas,196 368 km,Automatinė,3.0,230,"Šiauliai, Lietuva",15 999 €
Audi Q5,2022-04,Benzinas,,Automatinė,2.0,,"Vilnius, Lietuva",16 400 €
BMW 325 E46,2000-06,Benzinas,360 000 km,Mechaninė,2.5,141,"Vilnius, Lietuva",17 000 €
Jeep Grand Cherokee,2013-10,Dyzelinas,196 792 km,Automatinė,3.0,184,"Kaunas, Lietuva",17 700 €
Ford EDGE,2018-01,Benzinas,95 000 km,Automatinė,2.0,183,"Klaipėda, Lietuva",18 700 €
Audi A6 TFSI quattro,2016-01,Benzinas,87 500 km,Automatinė,2.0,185,"Klaipėda, Lietuva",18 990 €
Ford Mustang,2017-01,Benzinas,53 000 km,Automatinė,3.7,231,"Klaipėda, Lietuva",19 500 €
Volvo S90 T5,2018-01,Benzinas,58 900 km,Automatinė,2.0,187,"Klaipėda, Lietuva",23 900 €
BMW X5 xDrive 35 i,2015-10,Benzinas,144 000 km,Automatinė,3.0,225,"Kitas miestas, Lietuva",25 450 €
Mercedes-Benz C 300,2018-07,Benzinas,27 000 km,Automatinė,2.0,190,"Klaipėda, Lietuva",39 990 €
Audi E-tron 50 quattro,2021-08,Elektra,42 900 km,,,,,49 900 €
Opel Zafira,2002-11,Dyzelinas,258 900 km,Mechaninė,2.2,92,"Pagėgiai, Lietuva",100 €
Opel Vectra C Dti,2003-12,Dyzelinas,355 000 km,Mechaninė,2.0,74,"Kretinga, Lietuva",100 €
Opel Vectra Comfort,2005-06,Benzinas,,Mechaninė,2.2,114,"Šiauliai, Lietuva",100 €
BMW 320 E46 td Compact,2004-05,Dyzelinas,379 000 km,Automatinė,2.0,110,"Vilnius, Lietuva",100 €
Mercedes-Benz C 200,2002-07,Dyzelinas,313 132 km,Mechaninė,2.2,85,"Telšiai, Lietuva",100 €
Audi 80,1992-03,Dyzelinas,,Mechaninė,1.9,66,"Telšiai, Lietuva",100 €
Volkswagen Bora,2001-05,Dyzelinas/Elektra,999 999 km,Mechaninė,1.9,563,"Visaginas, Lietuva",111 €
Volkswagen Golf TDI Basis,2005-01,Dyzelinas,225 000 km,Mechaninė,1.9,74,"Kaunas, Lietuva",125 €
Ford Mondeo,2003-01,Benzinas,,Mechaninė,1.8,,"Kitas miestas, Lietuva",180 €
BMW 320 E46 d Touring,2003-09,Dyzelinas,423 423 km,Mechaninė,2.0,85,"Panevėžys, Lietuva",180 €
Audi A3,2000-08,Dyzelinas,370 000 km,Mechaninė,1.9,81,"Švenčionys, Lietuva",200 €
Opel Zafira,2003-10,Dyzelinas,,Mechaninė,2.2,92,"Telšiai, Lietuva",250 €
Audi A6 TDI,1997-12,Dyzelinas,,Mechaninė,2.5,110,"Vilnius, Lietuva",260 €
Seat Inca,2003-04,Dyzelinas,,Mechaninė,1.9,47,"Pakruojis, Lietuva",260 €
Opel Frontera,1998-12,Dyzelinas,,Mechaninė,2.2,100,"Telšiai, Lietuva",270 €
Volkswagen Passat B7 TSI Comfortline,2011-12,Benzinas,119 592 km,Mechaninė,1.8,118,"Marijampolė, Lietuva",270 €
Citroen C3,2002-01,Benzinas,,Mechaninė,1.4,54,"Vilkaviškis, Lietuva",280 €
Volvo 440,1994-02,Dyzelinas,,Mechaninė,1.8,,"Kaunas, Lietuva",299 €
Volkswagen Passat,1999-01,Dyzelinas,,Mechaninė,1.9,81,"Panevėžys, Lietuva",299 €
Audi A4,1995-01,Benzinas,,Mechaninė,1.8,92,"Kaunas, Lietuva",300 €
Audi A4 TDI,2002-06,Dyzelinas,320 000 km,Mechaninė,2.5,114,"Druskininkai, Lietuva",300 €
Mazda 323F III,2000-01,Benzinas,170 085 km,Mechaninė,1.5,,"Ignalina, Lietuva",300 €
Chrysler PT Cruiser i,2000-10,Benzinas,189 653 km,Mechaninė,2.0,104,"Ignalina, Lietuva",300 €
Toyota Corolla Seria E12 VVT-i Prestige,2006-05,Benzinas,,Mechaninė,1.6,81,"Kaišiadorys, Lietuva",300 €
Audi A4,1999-09,Dyzelinas,347 000 km,Mechaninė,1.9,66,"Utena, Lietuva",300 €
Citroen Xsara Picasso,2000-06,Dyzelinas,270 km,Mechaninė,2.0,66,"Joniškis, Lietuva",300 €
Subaru Legacy,1999-10,Benzinas/Dujos,300 000 km,Mechaninė,2.0,92,"Vilnius, Lietuva",300 €
Mitsubishi Colt Inform,2009-09,Benzinas,135 000 km,Mechaninė,1.1,55,"Kaunas, Lietuva",320 €
Volkswagen Jetta,1987-03,Benzinas,,Mechaninė,1.6,,"Joniškis, Lietuva",330 €
Pontiac Trans Sport,1993-06,Benzinas,,Mechaninė,2.3,108,"Klaipėda, Lietuva",330 €
Daewoo Lanos,1998-01,Benzinas,,Mechaninė,1.6,,"Vilkaviškis, Lietuva",330 €
Seat Alhambra TDi Luxus,2000-01,Dyzelinas,,Mechaninė,1.9,81,"Vilkaviškis, Lietuva",333 €
Audi A4 B5,2001-01,Benzinas,249 600 km,Automatinė,1.8,92,"Vilkaviškis, Lietuva",333 €
Daihatsu Gran Move CX,1999-01,Benzinas,,Automatinė,1.5,66,"Kaunas, Lietuva",350 €
Mercedes-Benz A 190,1999-07,Benzinas,365 963 km,Mechaninė,1.9,92,"Vilnius, Lietuva",350 €
Audi A3 TDI Ambiente,2001-01,Dyzelinas,,Mechaninė,1.9,66,"Prienai, Lietuva",350 €
Audi 80 S,1987-03,Benzinas,,Mechaninė,1.8,66,"Kaunas, Lietuva",350 €
Alfa Romeo 156,2000-08,Dyzelinas,,Mechaninė,1.9,77,"Anykščiai, Lietuva",350 €
Opel Zafira,2001-07,Dyzelinas,,Mechaninė,2.0,74,"Alytus, Lietuva",350 €
Audi A4 TDI,1997-02,Dyzelinas,230 000 km,Mechaninė,1.9,66,"Vilnius, Lietuva",350 €
Volkswagen Golf CL D,1993-01,Dyzelinas,,Mechaninė,1.9,47,"Anykščiai, Lietuva",350 €
